PRODUKT_CODE;STATION_ID;ZEITSTEMPEL;WERT;QN;QB
TT_TU_MN009;5906;201712100100;-0.2;7;1
TT_TU_MN009;5906;201712100200;-0.2;7;1
TT_TU_MN009;5906;201712100300;-0.5;7;1
TT_TU_MN009;5906;201712100400;-0.5;7;1
TT_TU_MN009;5906;201712100500;-0.4;7;1
TT_TU_MN009;5906;201712100600;-0.9;7;1
TT_TU_MN009;5906;201712100700;-1.2;7;1
TT_TU_MN009;5906;201712100800;-0.3;7;1
TT_TU_MN009;5906;201712100900;0.6;7;1
TT_TU_MN009;5906;201712101000;0.8;7;1
TT_TU_MN009;5906;201712101100;-1.2;7;1
TT_TU_MN009;5906;201712101200;-0.8;7;1
TT_TU_MN009;5906;201712101300;-0.4;7;1
TT_TU_MN009;5906;201712101400;0.5;7;1
TT_TU_MN009;5906;201712101500;1;7;1
TT_TU_MN009;5906;201712101600;2.1;7;1
TT_TU_MN009;5906;201712101700;2.1;7;1
TT_TU_MN009;5906;201712101800;3;7;1
TT_TU_MN009;5906;201712101900;4.3;7;1
TT_TU_MN009;5906;201712102000;5.1;7;1
TT_TU_MN009;5906;201712102100;6.2;7;1
TT_TU_MN009;5906;201712102200;7;7;1
TT_TU_MN009;5906;201712102300;7.8;7;1
TT_TU_MN009;5906;201712110000;7.2;7;1
TT_TU_MN009;5906;201712110100;7;7;1
TT_TU_MN009;5906;201712110200;6.8;7;1
TT_TU_MN009;5906;201712110300;6.8;7;1
TT_TU_MN009;5906;201712110400;6;7;1
TT_TU_MN009;5906;201712110500;5.8;7;1
TT_TU_MN009;5906;201712110600;6.2;7;1
TT_TU_MN009;5906;201712110700;6.5;7;1
TT_TU_MN009;5906;201712110800;6.7;7;1
TT_TU_MN009;5906;201712110900;7.2;7;1
TT_TU_MN009;5906;201712111000;7.8;7;1
TT_TU_MN009;5906;201712111100;8.4;7;1
TT_TU_MN009;5906;201712111200;8.4;7;1
TT_TU_MN009;5906;201712111300;8;7;1
TT_TU_MN009;5906;201712111400;7.7;7;1
TT_TU_MN009;5906;201712111500;8.2;7;1
TT_TU_MN009;5906;201712111600;7.9;7;1
TT_TU_MN009;5906;201712111700;7.7;7;1
TT_TU_MN009;5906;201712111800;8.3;7;1
TT_TU_MN009;5906;201712111900;7.9;7;1
TT_TU_MN009;5906;201712112000;7.8;7;1
TT_TU_MN009;5906;201712112100;8.5;7;1
TT_TU_MN009;5906;201712112200;8.6;7;1
TT_TU_MN009;5906;201712112300;7.6;7;1
